what,ENTY:animal What relative of the racoon is sometimes known as the cat-bear ?
unknown,DESC:manner How can I register my website in Yahoo for free ?
what,ENTY:other What was cash-conscious Colonel Edwin L. Drake the first to drill ?
unknown,NUM:count How many people in the world speak French ?
unknown,NUM:count How many inches over six feet is the Venus de Milo ?
unknown,DESC:manner How do they find or choose witnesses to an execution ?
what,HUM:ind What 1920s cowboy star rode Tony the Wonder Horse ?
what,ENTY:food What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?
what,HUM:gr What ISPs exist in the Caribbean ?
unknown,DESC:manner How do you ask a total stranger out on a date ?
what,ENTY:other What weapon is the mythological character Apollo most proficient with ?
what,LOC:country What country do the Galapagos Islands belong to ?
what,DESC:def What is ethology ?
who,HUM:ind Who was the prophet of the Muslim people ?
unknown,DESC:desc Where did the term `` 86ed '' come from ?
who,HUM:ind Who is Snoopy 's arch-enemy ?
what,DESC:def What is the nature of learning ?
what,ENTY:color What 's the only color Johnny Cash wears on stage ?
what,ENTY:termeq What 's the term for a young fox ?
what,LOC:state What U.S. state lived under six flags ?
what,DESC:def What is the Kashmir issue ?
unknown,LOC:other Where is the Loop ?
what,DESC:def What does `` extended definition '' mean and how would one write a paper on it ?
what,LOC:country What country 's capital is Tirana ?
what,DESC:def What is titanium ?
who,HUM:ind Who do Herb and Tootsie live next door to ?
unknown,LOC:city Which city has the oldest relationship as a sisterðcity with Los Angeles ?
what,DESC:def What is a caldera ?
unknown,DESC:reason Why do people get calluses ?
what,LOC:other What are the names of the tourist attractions in Reims ?
what,DESC:reason What are Cushman and Wakefield known for ?
what,LOC:other What body of water does the Danube River flow into ?
who,HUM:ind Who is the founder of Scientology ?
what,ENTY:other What does the six-footed Musca domestica become when it enters a house ?
what,DESC:desc What is the history of skateboarding ?
who,HUM:ind Who starred in Singing in the Rain and The Singing Nun ?
unknown,DESC:manner How do I make fuel bricks from recycled newspaper ?
what,HUM:ind What 19th-century painter died in the Marquesas Islands ?
what,ENTY:body The corpus callosum is in what part of the body ?
unknown,DESC:manner How do I log on to home page at Headquarters U.S. European Command ?
what,"LOC:country What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP ."
what,ENTY:other What is Nebraska 's most valuable resource ?
unknown,NUM:count How many species of the Great White shark are there ?
what,DESC:desc What is the origin of head lice ?
what,LOC:state What is the nickname for the state of Mississippi ?
what,ENTY:animal What was the first domesticated bird ?
unknown,NUM:count How many villi are found in the small intestine ?
what,LOC:country What country did King Wenceslas rule ?
what,ENTY:dismed What is a fear of shadows ?
who,HUM:ind Who were the five Marx brothers ?
unknown,NUM:date In which year was New Zealand excluded from the ANZUS alliance ?
when,NUM:date When did CNN begin broadcasting ?
what,DESC:reason What causes the body to shiver in cold temperatures ?
what,DESC:def What are bear and bull markets ?
what,ENTY:cremat What J.R.R. Tolkien book features Bilbo Baggins as the central character ?
what,DESC:def What is `` dew point '' ?
what,DESC:def What is the meaning of Jesus ?
what,HUM:gr What company 's logo is a `` W '' in a circle ?
what,DESC:def What is the definition of a cascade ?
when,NUM:date When did Rococo painting and architecture flourish ?
what,LOC:country What country 's national passenger rail system is called Via ?
who,HUM:ind Who invented Make-up ?
what,DESC:desc What is the origin of the word `` attic '' ?
what,DESC:desc What did Delilah do to Samson 's hair ?
what,ENTY:animal What kind of animals were in the Paleozoic era ?
unknown,HUM:ind Which of the following was Rhodes Scholar ?
who,HUM:ind Who comprised the now-defunct comic book team known as the Champions ?
unknown,DESC:manner How do you make a paintball ?
what,LOC:state What U.S. state is Fort Knox in ?
what,ENTY:animal What is a female rabbit called ?
unknown,LOC:mount Where is the highest point in Japan ?
unknown,DESC:desc Where do chihuahuas come from ?
unknown,LOC:other Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?
what,LOC:other What are the world 's four oceans ?
what,ENTY:cremat What 's the only work by Michelangelo that bears his signature ?
what,ENTY:animal What is the largest snake in the world ?
what,ENTY:cremat In what medium is Stuart Hamblen considered to be the first singing cowboy ?
unknown,LOC:other Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?
unknown,NUM:money How much money does a back injury lawsuit get ?
what,ENTY:termeq What 's the common name for acetylsalicylic acid ?
what,DESC:def What does the Georgetown `` Hoya '' mean ?
unknown,LOC:other Where can I find a list of `` classic '' books 5th and 6th graders should read ?
unknown,ENTY:product Which two products use a tiger as their symbol ?
unknown,DESC:manner How is the election of a new Pope announced to the world ?
unknown,NUM:period How long does it take for your blood to make one complete trip through the body ?
unknown,DESC:manner How do chickens have baby chicks ?
what,DESC:desc What is the historical relationship of Catholic Church and bingo ?
unknown,DESC:manner How was the element calcium named ?
what,HUM:ind What crooner joined The Andrews Sisters for Pistol Packin Mama ?
what,HUM:gr What piano company claims its product is the `` Instrument of the immortals '' ?
when,NUM:date When did the Bounty mutiny take place ?
what,ENTY:cremat What novel inspired the movie BladeRunner ?
what,DESC:def What is a transistor ?
what,ENTY:cremat What is a film starring Jude Law ?
what,ENTY:animal What Hollywood dog died in the arms of Jean Harlow in 1932 ?
what,ENTY:substance What are the most common elements in the Earth 's crust ?
unknown,"NUM:money How much would it cost to purchase a 2-foot-square party tent , with sides , ?"
what,HUM:ind What actress has received the most Oscar nominations ?
what,DESC:def What are equity securities ?
what,DESC:def What is gymnophobia ?
unknown,NUM:count How many years do fossils take to form ?
unknown,LOC:other Where is the Orinoco ?
what,ENTY:animal What was the name of the `` Little Rascals '' dog ?
what,"LOC:city What city boasts Penn 's Landing , on the banks of the Delaware river ?"
what,ENTY:cremat What Broadway musical was inspired by Cervantes 's Don Quixote ?
what,"DESC:desc What is the origin of the word , JJ ."
unknown,NUM:count How many hostages were killed in the Entebbe raid ?
unknown,DESC:manner How you can raise your IQ ?
what,ABBR:exp What does INRI stand for when used on Jesus ' cross ?
who,HUM:gr Who produces Spumante ?
who,HUM:ind Who earns their money the hard way ?
who,HUM:ind Who founded the People 's Temple Commune ?
what,HUM:ind What athlete makes the most money from sports merchandise sales ?
unknown,NUM:count How many bends are there in a standard paper clip ?
who,HUM:ind Who discovered electricity ?
what,ENTY:body What part of your body contains the corpus callosum ?
who,HUM:ind Who was the first American in space ?
what,LOC:country What two South American countries do n't border Brazil ?
what,ENTY:cremat What album put The Beatles on the cover of Time in 1967 ?
what,"ENTY:cremat What poem contains the line , `` grow old with me the best is yet to be '' ."
what,DESC:def What is a dental root canal ?
what,ENTY:event What war did the Wanna-Go-Home Riots occur after ?
what,NUM:date What is the busiest air travel season ?
what,ENTY:body What 's the colored part of the eye called ?
what,DESC:def What are hook worms ?
unknown,LOC:other Where is the Rose Bowl played ?
unknown,HUM:gr Which Japanese car maker had its biggest percentage of sale in the domestic market ?
who,HUM:ind Who is the mayor of Marbella ?
what,"LOC:other What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?"
what,NUM:date In what year did Thatcher become prime minister ?
unknown,NUM:count How many months does it take the moon to revolve around the Earth ?
unknown,LOC:other Where are the 49 steps ?
what,NUM:date In what year was De Gaulle elected president of France ?
who,HUM:ind Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?
who,HUM:ind Who directed `` Jaws '' ?
what,ENTY:cremat On what T.V. show could Tom Terrific be found ?
what,HUM:gr What Indian tribe is F Troop perpetually doing battle with ?
unknown,DESC:desc Where did Indian Pudding come from ?
unknown,DESC:reason Why do some clothing labels say `` Use a nonchlorine bleach '' ?
unknown,NUM:count How many colonies were involved in the American Revolution ?
what,LOC:city What is the name of the city that Maurizio Pellegrin lives in ?
unknown,LOC:other Where can I find pictorial directions on how to build a very simple treehouse ?
what,"ENTY:sport What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?"
what,HUM:ind What is the name of the managing director of Apricot Computer ?
what,HUM:title What is the occupation of Nicholas Cage ?
unknown,DESC:reason Why do horseshoes bring luck ?
what,"DESC:def What is the 401 , K , plan ?"
what,DESC:reason What causes pneumonia ?
what,NUM:date What are the three winter months in the southern hemisphere ?
what,DESC:def What does gringo mean ?
what,LOC:country What country contains Africa 's northernmost point ?
what,ENTY:dismed What therapy attempts to elicit the `` primal scream '' ?
unknown,LOC:other Where is the Kalahari desert ?
unknown,HUM:gr Which Ventura County police department seized the largest cocaine shipment in it 's history ?
what,LOC:city What city is sometimes called Gotham ?
what,ENTY:body What dangles over the tongue from the palate ?
who,HUM:ind Who created Dennis the Menace ?
what,HUM:ind What dummy received an honorary degree from Northwestern University ?
when,NUM:date When was the first Wall Street Journal published ?
what,LOC:country What countries have the largest areas of forest ?
unknown,DESC:manner How do I start a web based business ?
unknown,HUM:ind Name Alvin 's brothers
what,DESC:def What is Eagle 's syndrome styloid process ?
unknown,DESC:manner How did Jayne Mansfield die ?
when,NUM:date When did the royal wedding of Prince Andrew and Fergie take place ?
what,HUM:ind What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?
what,HUM:ind What explorer was nicknamed Iberia 's Pilot ?
what,NUM:date CNN began broadcasting in what year ?
what,ENTY:termeq What is a ball that hits the foul pole called ?
what,DESC:reason What makes hamburgers taste like steakburgers ?
unknown,HUM:gr Which company created the Internet browser Mosaic ?
what,ENTY:event What are the rites accompanying the circumcision of a newly born-child in Judaism called ?
what,ENTY:other What was the education system in the 1960 's ?
what,LOC:city What South American city has the world 's highest commercial landing field ?
unknown,DESC:manner How can I find out which cities have cable-modem access ?
what,DESC:reason What is Betsy Ross famous for ?
unknown,NUM:count How many species of sharks are there ?
what,DESC:def What is `` snoogans '' ?
unknown,NUM:count How many people are there in the world ?
what,ENTY:plant What shrubs can be planted that will be safe from deer ?
what,HUM:gr What organization 's offices were broken into at Watergate in 1972 ?
what,DESC:desc What is the design of the ship Titanic ?
what,ABBR:exp What does S.O.S. stand for ?
unknown,ENTY:techmeth Name a technique widely used to detect birth defects ?
what,DESC:desc What is the daily requirement of folic acid for an expectant mother ?
what,DESC:def What is the `` 7-minute cigarette '' ?
what,ENTY:other What four forms does gold occur in ?
what,NUM:volsize What is the acreage of the Chappellet vineyard ?
unknown,DESC:manner How do you correctly say the word ` qigong ' ?
when,NUM:date When did beethoven die ?
unknown,NUM:money How much does a new railroad coal car cost ?
what,LOC:country What two European countries entered the War of American Independence against the British ?
what,DESC:def What is the filmmakers collabrative ?
what,HUM:ind What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?
what,DESC:reason What caused Harry Houdini 's death ?
who,"HUM:ind Who was the mother of the man who would not be king , the duke of Windsor ?"
unknown,NUM:count How many revolutions does a standard LP make in three minutes ?
what,LOC:mount What is the name of the tallest mountain in the world ?
unknown,LOC:other Where can I find a review of Nightmare on Elm Street in a film journal ?
what,ENTY:techmeth What 's the slowest Olympic swimming stroke ?
what,HUM:ind What was the name of the first Russian astronaut to do a spacewalk ?
what,ENTY:dismed What disease is transmitted by the Anopheles mosquito ?
what,ENTY:food What rum is so `` mixable '' it is a one-brand bar ?
unknown,NUM:count How many South American countries have the letter Z in their names ?
what,DESC:def What is the contents of proposition 98 ?
unknown,LOC:other Where was George Washington born ?
unknown,"NUM:count How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD ."
who,HUM:ind Who wrote NN DT NNP NNP '' ?
what,DESC:def What is paracetamol ?
what,DESC:desc What are the powers and weaknesses of Green Lantern 's ring ?
unknown,"ENTY:animal Which mosquito 's bite draws blood , DT NN CC DT NN ."
when,NUM:date When was the first steel mill in the United States built ?
what,HUM:ind What diminutive American female gymnast stole the show at the 1984 Olympics ?
what,DESC:desc What is the origin of the name Katie ?
what,"HUM:gr What schools in the Washington , DC NN NN VBP NN NN NN NN ."
unknown,NUM:date When did the Berlin Wall go up ?
who,HUM:desc Who is Terrence Malick ?
what,ENTY:instru What instrument is Ray Charles best known for playing ?
what,"DESC:def What 's the meaning of the Latin battle cry : Ad arma , ad arma ."
what,ENTY:other What is the mascot for Notre Dame University ?
what,"LOC:other What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?"
when,NUM:date When did Mount St. Helen last have a significant eruption ?
what,ABBR:exp CNN is the abbreviation for what ?
when,NUM:date When did World War I start ?
unknown,NUM:count How many feet are there in a fathom ?
what,DESC:def What is a Canada two-penny black ?
what,LOC:city What European city do Nicois live in ?
unknown,DESC:manner How can I find out what year a Beanie Baby was introduced ?
what,DESC:def What is the classic definition of tragic hero ?
what,ENTY:other To what does Microsoft 's Windows 3 owe its success ?
who,HUM:ind Who was President of Afghanistan in 1994 ?
what,"ENTY:techmeth What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?"
what,ENTY:food What did brontosauruses eat ?
what,ENTY:color What color bottles do good Rhine wines come in ?
who,HUM:ind Who was the lead actress in the movie ` Sleepless in Seattle ' ?
who,HUM:ind Who was the 16th President of the United States ?
who,HUM:ind Who are the two sons of Ozzie and Harriet Nelson ?
what,DESC:def What is molybdenum ?
when,NUM:date When is Boxing Day ?
what,ENTY:other What is the lowest level of the American judiciary ?
when,NUM:date When was the battle of the Somme fought ?
unknown,NUM:count How many people did Randy Craft kill ?
what,ENTY:animal What 's the official animal of Canada ?
when,NUM:date When did Spielberg direct `` Jaws '' ?
what,NUM:volsize What is the size of the largest akita ?
what,ENTY:animal What animal has the biggest eyes ?
what,LOC:city What is California 's capital ?
who,HUM:ind Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?
who,HUM:ind Who was the founding member of the Pink Floyd band ?
what,LOC:country What European country is home to the beer-producing city of Budweis ?
unknown,DESC:manner How do I find the balance of my social security account ?
what,DESC:desc What is the history of Valentine 's Day cards ?
unknown,LOC:other Where was Christopher Columbus born ?
what,ENTY:termeq What do Italians call Florence ?
unknown,DESC:manner How do you get to the top of the Eiffel Tower ?
what,ABBR:exp What does ` PSI ' stand for ?
what,LOC:other What sea did the Romans call mare nostrum ?
what,ENTY:termeq What 's the term for a bet before cards are dealt ?
unknown,"ENTY:animal Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?"
what,LOC:city What city did the Flintstones live in ?
what,ENTY:termeq What is Latin for incompetent ?
what,ENTY:dismed What chemicals are used in lethal injection ?
what,HUM:gr What toy company is the world 's No.1 maker of female apparel ?
what,ENTY:sport What board game does a `` wood-pusher '' play poorly ?
unknown,HUM:ind Which Doonesbury character was likely to turn into a werewolf ?
what,ABBR:abb What is the abbreviation for micro ?
what,ENTY:other What are the 7 articles of the constitution ?
who,HUM:gr Who has won the most Super Bowls ?
what,ABBR:exp What does NASDAQ stand for ?
what,ABBR:exp What is BPH ?
what,ENTY:other What is the fastest commercial automobile that can be bought in the US ?
what,LOC:other What stadium do the Miami Dolphins play their home games in ?
who,HUM:ind Who has the only speaking role in `` Silent Movie '' ?
unknown,DESC:reason Why is poop sometimes different colors ?
what,NUM:other What was Einstein 's IQ ?
what,NUM:date What day was Pearl Harbor attacked in 1942 ?
what,HUM:ind What girl 's name is `` Teddy '' an affectionate form of ?
what,LOC:state What state is John F. Kennedy buried in ?
what,ENTY:techmeth What is the best way to remove wallpaper ?
what,LOC:state What U.S. state has an element named for it ?
what,HUM:gr What company tabulates the ballots in voting for the Academy Awards ?
unknown,DESC:manner How did the tradition of best man start ?
unknown,NUM:count How many years ago did the ship Titanic sink ?
what,LOC:other What is the deepest area of the Arctic Ocean ?
what,ENTY:color What are Halloween 's colors ?
unknown,DESC:manner How is silk screening done ?
what,"NUM:other What is the latitude and longitude of El Paso , Texas ?"
who,HUM:ind Who made a boat out of gopher wood ?
unknown,LOC:other Where can I find a `` Fifth Element '' screensaver ?
unknown,HUM:ind Which Bloom County resident wreaks havoc with a computer ?
unknown,DESC:manner How do you match a name to a social security number ?
unknown,DESC:manner How does a rainbow form ?
what,NUM:other What is the normal resting heart rate of a healthy adult ?
what,NUM:other What is the population of Ohio ?
unknown,NUM:count How many calories are there in a Big Mac ?
what,DESC:def Hazmat stands for what ?
what,ENTY:animal What creature scares people in the film `` Jaws '' ?
what,HUM:ind What part did John Peter Zenger play in the deveopment of the newspaper in America ?
who,HUM:ind Who followed Caesar ?
what,ENTY:substance What are the four elements ?
who,HUM:ind Who was the first woman golfer to earn a million ?
what,ENTY:other What 's the tallest piece on a chessboard ?
what,LOC:other What is Answers.com 's address ?
unknown,LOC:other Where can I buy movies on videotape online ?
who,HUM:ind Who does the advertizing for Frito-Lay ?
who,HUM:gr Who is the leading competitor of Trans Union Company ?
what,ENTY:product What product did Robert Conrad dare people to knock off his shoulder ?
who,HUM:ind Who invented the radio ?
what,NUM:count What 's the American dollar equivalent for 8 pounds in the U.K. ?
what,ENTY:techmeth What are the different approaches of systems analysis ?
unknown,DESC:manner How do doctors diagnose bone cancer ?
who,HUM:ind Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?
what,NUM:speed What is the speed of the Mississippi River ?
what,ENTY:other What are the developmental stages of a swimmer ?
what,HUM:ind What actor first portrayed James Bond ?
what,LOC:other What ocean is the largest in the world ?
who,"HUM:ind Who was the first American poet to win the Nobel Prize for literature , in 1948 ?"
what,NUM:date What year did Jack Nicklaus join the Professional Golfers Association tour ?
unknown,NUM:count How many sonnets did Shakespeare write ?
what,DESC:reason What causes the redness in your cheeks when you blush ?
who,HUM:ind Who won the Nobel Peace Prize in 1991 ?
who,HUM:gr Who are the Challengers of the Unknown ?
unknown,DESC:def Define the Pheonix Club ?
unknown,LOC:city Which city did Christian Crusaders fight to recapture from the Muslims ?
what,DESC:def What does it mean `` Rupee Depreciates '' ?
what,ENTY:other What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?
who,HUM:ind Who was the first coach of the Cleveland Browns ?
unknown,DESC:manner How successful is arometherapy ?
what,ENTY:event What Jewish holiday saw the start of the 1973 Mideast War ?
unknown,DESC:manner How does a copier work ?
what,NUM:speed What is the speed of the Mississippi River ?
who,HUM:ind Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?
what,ENTY:animal What is Dudley Do-Right 's horse 's name ?
who,HUM:ind Who declared : `` I am down on whores and I shan 't stop ripping them '' ?
unknown,LOC:other Where does chocolate come from ?
what,ENTY:cremat What TV game show once saw a contestant admit to picking his toes in the shower ?
what,HUM:ind What Soviet leader owned a Rolls-Royce ?
unknown,LOC:other Where can I find a case on Individuals with Disabilities Education Act of 1991 ?
what,ENTY:event What war did Florence Nightingale tend the troops in ?
who,"HUM:ind Who wrote the song , `` Stardust '' ?"
unknown,NUM:count How many Beatles ' records went #1 ?
who,HUM:ind Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?
what,ABBR:abb What is the abbreviation of the company name ` General Motors ' ?
what,LOC:mount What mountains lie between the Arkansas and Missouri rivers ?
who,HUM:ind Who received the Will Rogers Award in 1989 ?
what,DESC:reason What is the function of RAM ?
what,LOC:other What 's the closest G2 Spectrum Yellow Dwarf to Earth ?
unknown,NUM:count How many equal angles are there in an isosceles triangle ?
what,ENTY:dismed What is the fear of cockroaches called ?
what,ENTY:cremat What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?
what,DESC:desc What is the use of a 24-hour clock instead of a 12-hour clock ?
what,HUM:ind What was the name of the lawyer who represented Randy Craft ?
what,HUM:ind What United States President had dreamed that he was assassinated ?
what,ENTY:cremat What film did Lee Marvin win the 1965 best actor Oscar for ?
unknown,LOC:other Where is Basque country located ?
what,ENTY:product What product does `` Mrs. Olsen '' promote ?
when,NUM:date What time of day did Emperor Hirohito die ?
what,DESC:def What is dry ice ?
what,ENTY:other What 's the most powerful card in Euchre ?
what,DESC:def What does `` intractable plantar keratoma '' mean ?
unknown,NUM:count How many years did it take James Joyce to write Ulysses ?
what,ENTY:food What crop failure caused the Irish Famine ?
what,LOC:city What South Korean city is served by Kimpo International Airport ?
unknown,NUM:count How many types of dogs ' tails are there - three
what,ENTY:cremat What is the longest-running television series ?
what,ENTY:animal What predators exist on Antarctica ?
what,DESC:desc What is the difference between a generator and an alternator ?
unknown,DESC:manner How is energy created ?
what,ENTY:food What beer advertised that it had `` three rings '' ?
what,NUM:other What is the quantity of American soldiers still unaccounted for from the Vietnam war ?
what,ENTY:techmeth What golfing accessory was patented by George Grant on December 12
what,ENTY:other What are the different types of plastic ?
unknown,DESC:manner How is it correct to say ` qigong ' ?
what,LOC:mount What was the highest mountain on earth before Mount Everest was discovered ?
unknown,"LOC:other Where was the Ligurian Republic , 1797-185 , ?"
what,LOC:country What country 's people are the top television watchers ?
when,NUM:date When was the women 's suffrage amendment ratified ?
what,HUM:gr What Polynesian people inhabit New Zealand ?
what,ENTY:cremat What movie tour of the Roman empire features the admonition : `` Row well and live '' ?
what,LOC:city What Nevada center has been dubbed The Biggest Little City in the World ?
what,"HUM:ind What President lived at 219 North Delaware Street , Independence , Missouri ?"
unknown,DESC:reason Give a reason for American Indians oftentimes dropping out of school .
unknown,LOC:other Where must a soccer goalie stand to be permitted to handle the ball ?
what,DESC:desc What is the difference between classical conditioning and operant conditioning ?
what,LOC:state In what U.S. state was the first woman governor elected ?
what,DESC:desc What are some interesting facts and information about dogsledding ?
when,NUM:date What year did Hitler die ?
what,HUM:ind What famous model was married to Billy Joel ?
what,ENTY:animal What kind of animal is Babar ?
what,DESC:reason What is Jane Goodall known for ?
what,ENTY:other What killed Bob Marley ?
unknown,NUM:money How much money are Dumbo 's ears insured for ?
who,HUM:ind Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?
who,HUM:desc Who is Stein Eriksen ?
what,DESC:def What does the name Billie mean ?
who,HUM:ind Who is the fastest swimmer in the world ?
what,LOC:mount What is the highest peak in Africa ?
unknown,LOC:other Where is Procter & Gamble headquartered in the U.S. ?
what,LOC:other What desert has been called The Garden of Allah ?
what,ENTY:other What do bicornate animals have two of ?
what,DESC:reason What function does a community 's water tower serve ?
what,ENTY:dismed What is a fear of weakness ?
unknown,NUM:count How many miles is it to Ohio from North Carolina ?
unknown,NUM:count How much snow equals an inch of rain ?
what,ABBR:exp What does G.M.T. stand for ?
what,DESC:def What does Inuit and Eskimo mean ?
what,ENTY:cremat What song served as the closing theme of The Johnny Cash Show ?
what,ENTY:sport What field sport did dentist William Beers promote and write a standard book of rules for ?
unknown,DESC:manner How do I tie dye clothes ?
when,NUM:date When does the average teenager first have intercourse ?
unknown,DESC:reason Why doesn 't www.answers.com have any answers to my questions ?
what,HUM:ind What actor 's autobiography is titled All My Yesterdays ?
what,HUM:ind What Russian master spy lived in the U.S. under the name Emil Goldfus ?
unknown,LOC:other Where 's the 19th hole on a golf course ?
what,DESC:reason What 's nature 's purpose for tornadoes ?
who,HUM:ind Who played the original Charlie 's Angels ?
unknown,LOC:other Where can I find a person 's address from a telephone number ?
what,"ENTY:word What English word comes from the Old French covrefeu , meaning cover fire ?"
what,ENTY:instru What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
unknown,LOC:other Where did Sarge Steel get his metal hand ?
what,DESC:reason What makes popcorn pop ?
who,HUM:ind Who wrote The Night of the Iguana ?
unknown,ENTY:body Where does your hair grow the fastest ?
what,LOC:country What country did King Gustav V reign over from 197 to 195 ?
who,HUM:ind Who painted Mother and Child ?
what,NUM:speed What is the speed of the Mississippi River ?
what,LOC:other In what area of the world was the Six Day War fought ?
what,LOC:other What is the brightest star visible from Earth ?
what,ENTY:cremat What film marked Robert Redford 's directorial debut ?
what,HUM:ind What was Mao 's second name ?
what,ENTY:cremat What film or films has Jude Law appeared in ?
unknown,LOC:other Where do hyenas live ?
who,HUM:desc Who is the `` Queen Mother '' ?
what,ENTY:lang What 's the most commonly-spoken language in Belgium ?
who,HUM:ind Who has more DNA - a man or a woman ?
what,DESC:def What are Maid-Rites ?
what,"ENTY:cremat What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?"
what,HUM:gr What level of government or governmental agency is responsible for dealing with racism ?
unknown,NUM:count How many referees work a soccer game ?
what,ENTY:food What cocktail do you concoct with whisky and sweet vermouth ?
unknown,ENTY:termeq How do you say `` fresh '' in Spanish ?
what,DESC:desc What do bee hives do in cranberry bogs ?
what,DESC:reason What caused the Lynmouth floods ?
when,NUM:date When is the Tulip Festival in Michigan ?
who,"HUM:ind Who came up with the name , El Nino ?"
what,ENTY:cremat What movie did Madilyn Kahn star in with Gene Wilder ?
what,ENTY:other What type of bridge is the Golden Gate Bridge ?
what,HUM:ind What dictator has the nickname `` El Maximo '' ?
what,HUM:gr What stereo manufacturer is `` Slightly ahead of its time '' ?
what,LOC:city What U.S. city is The Queen of the Pacific ?
what,HUM:ind What TV sitcom character had the maiden name Ethel Potter ?
what,ENTY:food What was the first Lifesaver flavor ?
who,HUM:ind Who kept the most famous diary in the English language ?
unknown,LOC:other Where can I find out the top 1 singles ?
unknown,NUM:count How many degrees cooler is the inside of a cucumber than the air outside ?
what,HUM:ind What Spanish artist painted Crucifixion ?
what,ENTY:cremat What is the Jewish bible called ?
unknown,DESC:reason Why is the grass green ?
what,DESC:def What is a firewall ?
what,HUM:ind What spy novelist served as Moscow correspondent for Reuter and The Times of London ?
unknown,HUM:gr Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?
unknown,NUM:period How long does it take for Spider-Man 's web to evaporate ?
who,HUM:ind Who was Randy Steven Craft 's lawyer ?
what,LOC:other What was known as the Spice Island ?
what,HUM:ind Who was the first host of Person to Person ?
unknown,HUM:ind Name the Ranger who was always after Yogi Bear .
what,"ENTY:other What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?"
what,ENTY:other What does the Statue of Liberty wear on her feet ?
who,HUM:ind Who is the superstar in rent-a-cars ?
what,LOC:city McCarren Airport is located in what city ?
what,"ENTY:other What household facility contains a float ball , ballcock , and overflow tube ?"
what,ENTY:animal What was the name of Betty Boop 's dog ?
what,NUM:perc What fraction of a beaver 's life is spent swimming ?
